date,description,category,amount,type
2023-12-23,Bus Travel,Travel,1781.32,Expense
2023-12-25,Salary Credit,Salary,1901.21,Expense
2023-12-26,Restaurant Dinner,Food & Drink,1635.01,Expense
2023-12-27,Pharmacy Purchase,Health & Fitness,1124.7,Expense
2023-12-29,Employer Deposit,Salary,1436.15,Expense
2023-12-29,Monthly Salary,Salary,236.91,Expense
2023-12-29,Netflix Subscription,Entertainment,14.37,Expense
2024-01-02,Taxi Fare,Travel,1099.9,Expense
2024-01-02,Monthly Rent,Rent,101.1,Expense
2024-01-09,Concert Ticket,Entertainment,1436.41,Expense
2024-01-10,Monthly Rent,Rent,1546.57,Expense
2024-01-11,Gas Bill,Utilities,1928.07,Expense
2024-01-11,Employer Deposit,Salary,1849.5,Expense
2024-01-12,Mobile Recharge,Utilities,1386.72,Expense
2024-01-14,Pharmacy Purchase,Health & Fitness,1013.18,Expense
2024-01-15,Gaming Purchase,Entertainment,554.46,Expense
2024-01-16,Bus Travel,Travel,911.16,Expense
2024-01-16,Gym Membership,Health & Fitness,1426.63,Expense
2024-01-17,Netflix Subscription,Entertainment,409.77,Expense
2024-01-19,Taxi Fare,Travel,1376.36,Expense
2024-01-19,Gas Bill,Utilities,1962.86,Expense
2024-01-19,Water Bill,Utilities,1012.75,Expense
2024-01-19,Medical Expense,Health & Fitness,1423.6,Expense
2024-01-20,Employer Deposit,Salary,1169.78,Expense
2024-01-22,Amazon Purchase,Shopping,1351.74,Expense
2024-01-23,Bus Travel,Travel,1756.18,Expense
2024-01-24,Cafe Visit,Food & Drink,1050.23,Expense
2024-01-26,Gaming Purchase,Entertainment,541.29,Expense
2024-01-26,Taxi Fare,Travel,1369.95,Expense
2024-01-27,Cafe Visit,Food & Drink,723.78,Expense
2024-01-28,Netflix Subscription,Entertainment,1487.4,Expense
2024-01-30,Concert Ticket,Entertainment,1026.74,Expense
2024-02-01,Bus Travel,Travel,1388.94,Expense
2024-02-07,Medical Expense,Health & Fitness,1932.01,Expense
2024-02-10,Employer Deposit,Salary,1661.67,Expense
2024-02-10,Pharmacy Purchase,Health & Fitness,1512.66,Expense
2024-02-10,Concert Ticket,Entertainment,1554.53,Expense
2024-02-14,Bus Travel,Travel,903.14,Expense
2024-02-14,Apartment Rent,Rent,382.08,Expense
2024-02-19,Gas Bill,Utilities,89.48,Expense
2024-02-21,Restaurant Dinner,Food & Drink,1549.59,Expense
2024-02-21,Bus Travel,Travel,986.2,Expense
2024-02-21,Health Checkup,Health & Fitness,155.03,Expense
2024-02-22,Movie Tickets,Entertainment,1914.41,Expense
2024-02-23,Gas Bill,Utilities,837.7,Expense
2024-02-23,Monthly Rent,Rent,705.31,Expense
2024-02-24,Health Checkup,Health & Fitness,668.82,Expense
2024-02-24,Monthly Salary,Salary,1993.3,Expense
2024-02-25,Breakfast,Food & Drink,238.3,Expense
2024-02-27,Netflix Subscription,Entertainment,1809.95,Expense
2024-02-27,Movie Tickets,Entertainment,1918.2,Expense
2024-02-27,Gym Membership,Health & Fitness,768.93,Expense
2024-02-28,Monthly Rent,Rent,777.89,Expense
2024-02-29,Train Ticket,Travel,59.16,Expense
2024-03-02,Gym Membership,Health & Fitness,1033.48,Expense
2024-03-03,Monthly Salary,Salary,97.26,Expense
2024-03-05,Netflix Subscription,Entertainment,647.42,Expense
2024-03-06,Lunch Outside,Food & Drink,1257.6,Expense
2024-03-06,Movie Tickets,Entertainment,1731.25,Expense
2024-03-06,Monthly Rent,Rent,419.1,Expense
2024-03-07,Mall Shopping,Shopping,1296.66,Expense
2024-03-07,Electricity Bill,Utilities,57.27,Expense
2024-03-08,Breakfast,Food & Drink,184.17,Expense
2024-03-13,Movie Tickets,Entertainment,1822.86,Expense
2024-03-15,Monthly Salary,Salary,1264.13,Expense
2024-03-16,Lunch Outside,Food & Drink,785.11,Expense
2024-03-26,Food Delivery,Food & Drink,1404.76,Expense
2024-03-28,Train Ticket,Travel,1217.07,Expense
2024-03-29,Monthly Salary,Salary,769.01,Expense
2024-03-30,Restaurant Dinner,Food & Drink,953.24,Expense
2024-03-30,Internet Bill,Utilities,1496.04,Expense
2024-04-03,Train Ticket,Travel,1920.67,Expense
2024-04-06,Water Bill,Utilities,255.24,Expense
2024-04-08,Monthly Rent,Rent,616.34,Expense
2024-04-09,Gym Membership,Health & Fitness,431.36,Expense
2024-04-09,Water Bill,Utilities,330.3,Expense
2024-04-10,Taxi Fare,Travel,396.71,Expense
2024-04-11,House Rent,Rent,588.4,Expense
2024-04-16,Monthly Salary,Salary,1903.56,Expense
2024-04-17,Movie Tickets,Entertainment,209.09,Expense
2024-04-17,Netflix Subscription,Entertainment,642.39,Expense
2024-04-17,Taxi Fare,Travel,1389.98,Expense
2024-04-20,Mobile Recharge,Utilities,19.62,Expense
2024-04-21,Movie Tickets,Entertainment,1427.28,Expense
2024-04-22,Train Ticket,Travel,1681.82,Expense
2024-04-25,Medical Expense,Health & Fitness,1551.79,Expense
2024-04-26,House Rent,Rent,359.78,Expense
2024-04-26,Bus Travel,Travel,1718.84,Expense
2024-05-02,House Rent,Rent,1457.58,Expense
2024-05-03,Restaurant Dinner,Food & Drink,1627.16,Expense
2024-05-04,Concert Ticket,Entertainment,1813.54,Expense
2024-05-04,Salary Credit,Salary,1311.28,Expense
2024-05-05,Train Ticket,Travel,276.42,Expense
2024-05-14,Apartment Rent,Rent,799.6,Expense
2024-05-15,Netflix Subscription,Entertainment,1697.48,Expense
2024-05-17,Mobile Recharge,Utilities,1516.84,Expense
2024-05-22,Water Bill,Utilities,1474.48,Expense
2024-05-23,Gym Membership,Health & Fitness,90.44,Expense
2024-05-25,Movie Tickets,Entertainment,135.09,Expense
2024-05-26,Cafe Visit,Food & Drink,1340.49,Expense
2024-05-27,Pharmacy Purchase,Health & Fitness,782.31,Expense
2024-05-27,Breakfast,Food & Drink,89.41,Expense
2024-05-31,Monthly Rent,Rent,1410.44,Expense
2024-06-01,Taxi Fare,Travel,1671.4,Expense
2024-06-02,Gas Bill,Utilities,759.55,Expense
2024-06-02,Monthly Rent,Rent,1038.16,Expense
2024-06-03,Movie Tickets,Entertainment,1037.58,Expense
2024-06-04,Pharmacy Purchase,Health & Fitness,978.85,Expense
2024-06-06,Restaurant Dinner,Food & Drink,1008.66,Expense
2024-06-12,House Rent,Rent,1325.61,Expense
2024-06-13,Health Checkup,Health & Fitness,1443.31,Expense
2024-06-13,Monthly Salary,Salary,963.25,Expense
2024-06-14,Grocery Shopping,Shopping,54.67,Expense
2024-06-16,Food Delivery,Food & Drink,1782.69,Expense
2024-06-21,Mall Shopping,Shopping,1202.72,Expense
2024-06-21,Breakfast,Food & Drink,1758.23,Expense
2024-06-22,Uber Ride,Travel,1895.04,Expense
2024-06-23,Employer Deposit,Salary,1735.93,Expense
2024-06-23,Water Bill,Utilities,1250.19,Expense
2024-06-23,Gas Bill,Utilities,1451.13,Expense
2024-06-23,Employer Deposit,Salary,1197.1,Expense
2024-07-06,Amazon Purchase,Shopping,1654.76,Expense
2024-07-07,Water Bill,Utilities,956.98,Expense
2024-07-07,Cafe Visit,Food & Drink,1756.73,Expense
2024-07-07,House Rent,Rent,195.45,Expense
2024-07-07,Lunch Outside,Food & Drink,1794.97,Expense
2024-07-13,Grocery Shopping,Shopping,1048.87,Expense
2024-07-13,Cafe Visit,Food & Drink,1398.31,Expense
2024-07-16,Salary Credit,Salary,1581.22,Expense
2024-07-20,Monthly Rent,Rent,856.72,Expense
2024-07-21,Gaming Purchase,Entertainment,1821.07,Expense
2024-07-25,Gym Membership,Health & Fitness,823.6,Expense
2024-07-26,Clothing Purchase,Shopping,1133.69,Expense
2024-07-26,Grocery Shopping,Shopping,1512.39,Expense
2024-07-26,Employer Deposit,Salary,365.65,Expense
2024-07-27,Employer Deposit,Salary,515.02,Expense
2024-07-27,Gym Membership,Health & Fitness,1550.65,Expense
2024-07-27,Electricity Bill,Utilities,1711.45,Expense
2024-07-28,Gaming Purchase,Entertainment,898.72,Expense
2024-07-28,Gas Bill,Utilities,209.55,Expense
2024-07-29,Health Checkup,Health & Fitness,1603.7,Expense
2024-07-29,Lunch Outside,Food & Drink,329.87,Expense
2024-07-29,Food Delivery,Food & Drink,1610.7,Expense
2024-07-30,Employer Deposit,Salary,1852.46,Expense
2024-07-30,Monthly Rent,Rent,533.55,Expense
2024-08-01,Breakfast,Food & Drink,1451.74,Expense
2024-08-02,Amazon Purchase,Shopping,1231.79,Expense
2024-08-02,Cafe Visit,Food & Drink,1891.97,Expense
2024-08-03,Monthly Salary,Salary,883.55,Expense
2024-08-03,Train Ticket,Travel,397.55,Expense
2024-08-08,Netflix Subscription,Entertainment,1234.23,Expense
2024-08-09,Health Checkup,Health & Fitness,486.12,Expense
2024-08-14,Grocery Shopping,Shopping,712.72,Expense
2024-08-14,Gaming Purchase,Entertainment,1040.31,Expense
2024-08-14,Monthly Rent,Rent,1839.16,Expense
2024-08-15,Pharmacy Purchase,Health & Fitness,701.48,Expense
2024-08-22,Gaming Purchase,Entertainment,1216.66,Expense
2024-08-25,Clothing Purchase,Shopping,1017.41,Expense
2024-08-25,Bus Travel,Travel,686.53,Expense
2024-08-27,Uber Ride,Travel,1391.44,Expense
2024-08-27,Monthly Salary,Salary,1542.23,Expense
2024-08-28,Salary Credit,Salary,1366.37,Expense
2024-08-28,Restaurant Dinner,Food & Drink,969.12,Expense
2024-08-28,Mall Shopping,Shopping,1270.99,Expense
2024-08-30,Concert Ticket,Entertainment,1602.32,Expense
2024-09-01,Pharmacy Purchase,Health & Fitness,1037.84,Expense
2024-09-05,Amazon Purchase,Shopping,1350.66,Expense
2024-09-05,House Rent,Rent,1113.56,Expense
2024-09-05,Uber Ride,Travel,373.74,Expense
2024-09-06,Movie Tickets,Entertainment,1003.01,Expense
2024-09-08,Netflix Subscription,Entertainment,1671.53,Expense
2024-09-10,Gym Membership,Health & Fitness,320.43,Expense
2024-09-15,Restaurant Dinner,Food & Drink,1697.54,Expense
2024-09-16,Health Checkup,Health & Fitness,989.76,Expense
2024-09-17,Uber Ride,Travel,986.7,Expense
2024-09-17,Uber Ride,Travel,801.78,Expense
2024-09-17,Electricity Bill,Utilities,117.75,Expense
2024-09-18,Employer Deposit,Salary,1879.91,Expense
2024-09-22,Mobile Recharge,Utilities,919.82,Expense
2024-09-24,Food Delivery,Food & Drink,1351.47,Expense
2024-09-25,Apartment Rent,Rent,657.62,Expense
2024-09-26,Uber Ride,Travel,382.43,Expense
2024-09-26,Uber Ride,Travel,947.98,Expense
2024-09-27,Pharmacy Purchase,Health & Fitness,375.99,Expense
2024-09-27,Mall Shopping,Shopping,1404.42,Expense
2024-10-01,Mall Shopping,Shopping,566.46,Expense
2024-10-02,Taxi Fare,Travel,1610.13,Expense
2024-10-02,Amazon Purchase,Shopping,400.17,Expense
2024-10-03,Mobile Recharge,Utilities,951.24,Expense
2024-10-07,Restaurant Dinner,Food & Drink,802.82,Expense
2024-10-08,Breakfast,Food & Drink,438.78,Expense
2024-10-09,Apartment Rent,Rent,905.21,Expense
2024-10-10,Pharmacy Purchase,Health & Fitness,727.01,Expense
2024-10-10,Uber Ride,Travel,694.84,Expense
2024-10-11,Medical Expense,Health & Fitness,1736.06,Expense
2024-10-12,Netflix Subscription,Entertainment,1157.94,Expense
2024-10-15,Mobile Recharge,Utilities,1958.95,Expense
2024-10-17,Pharmacy Purchase,Health & Fitness,1349.65,Expense
2024-10-17,Employer Deposit,Salary,1780.37,Expense
2024-10-18,Train Ticket,Travel,932.87,Expense
2024-10-19,Internet Bill,Utilities,1284.76,Expense
2024-10-19,Amazon Purchase,Shopping,1266.23,Expense
2024-10-21,House Rent,Rent,167.43,Expense
2024-10-21,Pharmacy Purchase,Health & Fitness,640.59,Expense
2024-10-21,Train Ticket,Travel,1214.72,Expense
2024-10-23,Salary Credit,Salary,1564.14,Expense
2024-10-24,Employer Deposit,Salary,833.84,Expense
2024-11-01,Train Ticket,Travel,1881.47,Expense
2024-11-02,Monthly Rent,Rent,429.04,Expense
2024-11-03,House Rent,Rent,136.95,Expense
2024-11-03,Cafe Visit,Food & Drink,62.47,Expense
2024-11-11,Apartment Rent,Rent,216.82,Expense
2024-11-11,House Rent,Rent,1313.12,Expense
2024-11-12,Taxi Fare,Travel,466.42,Expense
2024-11-13,Salary Credit,Salary,1256.7,Expense
2024-11-13,Employer Deposit,Salary,1950.21,Expense
2024-11-14,Train Ticket,Travel,1101.61,Expense
2024-11-16,Clothing Purchase,Shopping,1051.69,Expense
2024-11-17,Uber Ride,Travel,1818.76,Expense
2024-11-17,Gaming Purchase,Entertainment,1611.37,Expense
2024-11-17,Gym Membership,Health & Fitness,830.29,Expense
2024-11-18,Gas Bill,Utilities,694.33,Expense
2024-11-18,Restaurant Dinner,Food & Drink,1378.66,Expense
2024-11-19,Employer Deposit,Salary,606.22,Expense
2024-11-20,Bus Travel,Travel,1198.04,Expense
2024-11-20,Health Checkup,Health & Fitness,385.26,Expense
2024-11-22,Clothing Purchase,Shopping,795.56,Expense
2024-11-24,House Rent,Rent,850.26,Expense
2024-11-24,Train Ticket,Travel,576.51,Expense
2024-11-24,Train Ticket,Travel,831.68,Expense
2024-11-25,Electricity Bill,Utilities,281.88,Expense
2024-11-25,Employer Deposit,Salary,383.7,Expense
2024-11-30,Salary Credit,Salary,1456.94,Expense
2024-12-02,Mobile Recharge,Utilities,39.3,Expense
2024-12-05,Mall Shopping,Shopping,630.04,Expense
2024-12-06,Health Checkup,Health & Fitness,932.73,Expense
2024-12-09,Gym Membership,Health & Fitness,169.64,Expense
2024-12-11,Electricity Bill,Utilities,121.52,Expense
2024-12-12,House Rent,Rent,1090.95,Expense
2024-12-15,House Rent,Rent,1949.45,Expense
2024-12-16,Amazon Purchase,Shopping,1544.74,Expense
2024-12-19,Cafe Visit,Food & Drink,406.37,Expense
2024-12-19,Apartment Rent,Rent,1047.07,Expense
2024-12-21,Salary Credit,Salary,784.35,Expense
2024-12-23,Gym Membership,Health & Fitness,325.64,Expense
2024-12-28,Monthly Rent,Rent,514.09,Expense
2024-12-28,Gaming Purchase,Entertainment,727.25,Expense
2024-12-29,Clothing Purchase,Shopping,655.78,Expense
2024-12-30,Train Ticket,Travel,911.77,Expense
2024-12-30,Mall Shopping,Shopping,3733.44,Expense
2024-12-31,Taxi,Travel,1138.01,Expense
2025-01-01,Mall Shopping,Shopping,3700.74,Expense
2025-01-02,Food Delivery,Food & Drink,255.43,Expense
2025-01-03,House Rent,Rent,16787.98,Expense
2025-01-03,Train Ticket,Travel,1142.93,Expense
2025-01-04,House Rent,Rent,13777.33,Expense
2025-01-04,Mobile Recharge,Utilities,1504.52,Expense
2025-01-04,Water Bill,Utilities,1500.73,Expense
2025-01-05,House Rent,Rent,14077.36,Expense
2025-01-05,Lunch,Food & Drink,990.54,Expense
2025-01-05,Online Order,Shopping,1257.13,Expense
2025-01-06,Online Order,Shopping,2064.91,Expense
2025-01-06,Electricity Bill,Utilities,1713.4,Expense
2025-01-07,Health Checkup,Health & Fitness,3561.23,Expense
2025-01-08,Clothing Purchase,Shopping,2660.32,Expense
2025-01-10,Train Ticket,Travel,1350.73,Expense
2025-01-11,Lunch,Food & Drink,559.51,Expense
2025-01-11,Clothing Purchase,Shopping,3535.21,Expense
2025-01-13,Pharmacy,Health & Fitness,1688.39,Expense
2025-01-15,Train Ticket,Travel,1217.08,Expense
2025-01-15,Cafe Visit,Food & Drink,956.77,Expense
2025-01-17,Restaurant,Food & Drink,1157.92,Expense
2025-01-17,Mobile Recharge,Utilities,2055.02,Expense
2025-01-19,Electricity Bill,Utilities,616.36,Expense
2025-01-23,Electricity Bill,Utilities,1328.47,Expense
2025-01-23,Dinner,Food & Drink,1086.88,Expense
2025-01-24,Health Checkup,Health & Fitness,2337.95,Expense
2025-01-24,Internet Bill,Utilities,1632.4,Expense
2025-01-27,Mall Shopping,Shopping,2845.58,Expense
2025-01-28,Pharmacy,Health & Fitness,1505.95,Expense
2025-01-29,Mobile Recharge,Utilities,2235.27,Expense
2025-01-29,Food Delivery,Food & Drink,1171.58,Expense
2025-02-02,Dinner,Food & Drink,804.22,Expense
2025-02-02,Water Bill,Utilities,684.85,Expense
2025-02-03,House Rent,Rent,15120.46,Expense
2025-02-03,Online Order,Shopping,1598.57,Expense
2025-02-03,Lunch,Food & Drink,655.0,Expense
2025-02-04,House Rent,Rent,13889.53,Expense
2025-02-04,Groceries,Shopping,4935.55,Expense
2025-02-04,Food Delivery,Food & Drink,260.87,Expense
2025-02-05,House Rent,Rent,17836.52,Expense
2025-02-05,Taxi,Travel,1258.21,Expense
2025-02-05,Mobile Recharge,Utilities,1536.19,Expense
2025-02-06,Uber Ride,Travel,945.34,Expense
2025-02-06,Electricity Bill,Utilities,2080.94,Expense
2025-02-08,Health Checkup,Health & Fitness,1148.11,Expense
2025-02-08,Gym Membership,Health & Fitness,3846.17,Expense
2025-02-09,Gym Membership,Health & Fitness,3311.86,Expense
2025-02-10,Online Order,Shopping,2374.57,Expense
2025-02-10,Clothing Purchase,Shopping,4398.56,Expense
2025-02-11,Taxi,Travel,882.94,Expense
2025-02-11,Clothing Purchase,Shopping,4765.87,Expense
2025-02-13,Online Order,Shopping,3897.86,Expense
2025-02-15,Lunch,Food & Drink,520.46,Expense
2025-02-16,Health Checkup,Health & Fitness,3307.39,Expense
2025-02-18,Pharmacy,Health & Fitness,3692.48,Expense
2025-02-19,Cafe Visit,Food & Drink,840.88,Expense
2025-02-20,Clothing Purchase,Shopping,1048.13,Expense
2025-02-21,Train Ticket,Travel,1186.99,Expense
2025-02-22,Dinner,Food & Drink,649.48,Expense
2025-02-22,Gym Membership,Health & Fitness,742.71,Expense
2025-02-23,Water Bill,Utilities,1513.42,Expense
2025-02-24,Mobile Recharge,Utilities,692.0,Expense
2025-02-25,Bus Ticket,Travel,233.75,Expense
2025-02-25,Mobile Recharge,Utilities,1275.48,Expense
2025-02-27,Bus Ticket,Travel,270.5,Expense
2025-03-01,Clothing Purchase,Shopping,3994.59,Expense
2025-03-02,Water Bill,Utilities,484.93,Expense
2025-03-02,Dinner,Food & Drink,479.09,Expense
2025-03-03,House Rent,Rent,13498.13,Expense
2025-03-04,House Rent,Rent,16819.11,Expense
2025-03-05,House Rent,Rent,16247.55,Expense
2025-03-06,Lunch,Food & Drink,204.39,Expense
2025-03-06,Internet Bill,Utilities,688.51,Expense
2025-03-07,Water Bill,Utilities,1006.31,Expense
2025-03-07,Pharmacy,Health & Fitness,2962.18,Expense
2025-03-09,Clothing Purchase,Shopping,841.4,Expense
2025-03-10,Health Checkup,Health & Fitness,3093.58,Expense
2025-03-10,Clothing Purchase,Shopping,2631.96,Expense
2025-03-12,Restaurant,Food & Drink,681.16,Expense
2025-03-13,Online Order,Shopping,1491.35,Expense
2025-03-13,Mobile Recharge,Utilities,741.29,Expense
2025-03-14,Mall Shopping,Shopping,4347.68,Expense
2025-03-15,Mall Shopping,Shopping,3708.05,Expense
2025-03-19,Gym Membership,Health & Fitness,2546.31,Expense
2025-03-20,Health Checkup,Health & Fitness,2597.34,Expense
2025-03-21,Uber Ride,Travel,1106.41,Expense
2025-03-21,Health Checkup,Health & Fitness,1455.27,Expense
2025-03-22,Groceries,Shopping,4372.73,Expense
2025-03-22,Cafe Visit,Food & Drink,1177.74,Expense
2025-03-24,Train Ticket,Travel,1209.54,Expense
2025-03-25,Dinner,Food & Drink,581.12,Expense
2025-03-25,Pharmacy,Health & Fitness,2193.3,Expense
2025-03-27,Food Delivery,Food & Drink,1182.59,Expense
2025-03-28,Uber Ride,Travel,536.87,Expense
2025-03-30,Pharmacy,Health & Fitness,723.03,Expense
2025-04-02,Online Order,Shopping,2941.22,Expense
2025-04-03,House Rent,Rent,17574.16,Expense
2025-04-04,House Rent,Rent,15858.58,Expense
2025-04-04,Taxi,Travel,1459.57,Expense
2025-04-04,Uber Ride,Travel,1398.58,Expense
2025-04-05,House Rent,Rent,13742.27,Expense
2025-04-05,Lunch,Food & Drink,1063.89,Expense
2025-04-06,Dinner,Food & Drink,710.55,Expense
2025-04-06,Restaurant,Food & Drink,268.92,Expense
2025-04-07,Dinner,Food & Drink,991.53,Expense
2025-04-08,Mall Shopping,Shopping,2003.52,Expense
2025-04-08,Taxi,Travel,83.33,Expense
2025-04-10,Electricity Bill,Utilities,701.16,Expense
2025-04-10,Online Order,Shopping,754.19,Expense
2025-04-12,Electricity Bill,Utilities,1175.35,Expense
2025-04-13,Gym Membership,Health & Fitness,3864.69,Expense
2025-04-13,Cafe Visit,Food & Drink,180.69,Expense
2025-04-15,Train Ticket,Travel,1099.14,Expense
2025-04-16,Lunch,Food & Drink,571.55,Expense
2025-04-19,Uber Ride,Travel,669.85,Expense
2025-04-20,Clothing Purchase,Shopping,4259.3,Expense
2025-04-20,Gym Membership,Health & Fitness,1023.34,Expense
2025-04-22,Groceries,Shopping,4805.13,Expense
2025-04-22,Internet Bill,Utilities,1710.76,Expense
2025-04-24,Uber Ride,Travel,729.65,Expense
2025-04-26,Uber Ride,Travel,456.79,Expense
2025-04-28,Groceries,Shopping,3499.62,Expense
2025-04-28,Pharmacy,Health & Fitness,1021.8,Expense
2025-04-29,Cafe Visit,Food & Drink,789.69,Expense
2025-04-30,Uber Ride,Travel,1143.09,Expense
2025-04-30,Mall Shopping,Shopping,2727.73,Expense
2025-05-01,Pharmacy,Health & Fitness,2113.37,Expense
2025-05-02,Uber Ride,Travel,1479.6,Expense
2025-05-03,House Rent,Rent,17393.62,Expense
2025-05-04,House Rent,Rent,13564.03,Expense
2025-05-04,Mobile Recharge,Utilities,1397.46,Expense
2025-05-04,Restaurant,Food & Drink,522.02,Expense
2025-05-05,House Rent,Rent,16099.79,Expense
2025-05-05,Uber Ride,Travel,1327.86,Expense
2025-05-05,Taxi,Travel,1298.85,Expense
2025-05-07,Mall Shopping,Shopping,1158.35,Expense
2025-05-07,Cafe Visit,Food & Drink,288.81,Expense
2025-05-09,Groceries,Shopping,3074.79,Expense
2025-05-09,Cafe Visit,Food & Drink,714.35,Expense
2025-05-10,Gym Membership,Health & Fitness,2440.21,Expense
2025-05-10,Food Delivery,Food & Drink,429.63,Expense
2025-05-11,Restaurant,Food & Drink,1144.11,Expense
2025-05-11,Pharmacy,Health & Fitness,1747.75,Expense
2025-05-12,Gym Membership,Health & Fitness,3885.02,Expense
2025-05-13,Food Delivery,Food & Drink,1010.46,Expense
2025-05-16,Train Ticket,Travel,810.57,Expense
2025-05-16,Mobile Recharge,Utilities,1747.64,Expense
2025-05-17,Electricity Bill,Utilities,2414.75,Expense
2025-05-18,Pharmacy,Health & Fitness,2037.74,Expense
2025-05-20,Water Bill,Utilities,2085.66,Expense
2025-05-20,Mall Shopping,Shopping,758.86,Expense
2025-05-21,Cafe Visit,Food & Drink,829.84,Expense
2025-05-21,Water Bill,Utilities,752.64,Expense
2025-05-24,Bus Ticket,Travel,435.93,Expense
2025-05-26,Groceries,Shopping,2401.73,Expense
2025-05-26,Electricity Bill,Utilities,1278.88,Expense
2025-05-27,Mall Shopping,Shopping,3808.18,Expense
2025-05-29,Lunch,Food & Drink,636.49,Expense
2025-05-29,Online Order,Shopping,3475.22,Expense
2025-05-30,Food Delivery,Food & Drink,169.96,Expense
2025-05-31,Clothing Purchase,Shopping,4785.67,Expense
2025-05-31,Cafe Visit,Food & Drink,304.54,Expense
2025-06-01,Train Ticket,Travel,1093.27,Expense
2025-06-01,Health Checkup,Health & Fitness,2969.21,Expense
2025-06-03,House Rent,Rent,15326.99,Expense
2025-06-03,Train Ticket,Travel,221.39,Expense
2025-06-03,Clothing Purchase,Shopping,1200.37,Expense
2025-06-04,House Rent,Rent,15011.89,Expense
2025-06-04,Bus Ticket,Travel,511.6,Expense
2025-06-04,Dinner,Food & Drink,958.36,Expense
2025-06-05,House Rent,Rent,14691.2,Expense
2025-06-05,Groceries,Shopping,903.37,Expense
2025-06-06,Health Checkup,Health & Fitness,1388.1,Expense
2025-06-07,Gym Membership,Health & Fitness,2703.47,Expense
2025-06-10,Mobile Recharge,Utilities,1424.17,Expense
2025-06-10,Train Ticket,Travel,814.37,Expense
2025-06-12,Food Delivery,Food & Drink,421.52,Expense
2025-06-12,Electricity Bill,Utilities,980.19,Expense
2025-06-14,Clothing Purchase,Shopping,1275.7,Expense
2025-06-15,Dinner,Food & Drink,472.86,Expense
2025-06-16,Mall Shopping,Shopping,2343.07,Expense
2025-06-16,Bus Ticket,Travel,961.41,Expense
2025-06-17,Mobile Recharge,Utilities,2177.85,Expense
2025-06-17,Water Bill,Utilities,513.66,Expense
2025-06-19,Mall Shopping,Shopping,2162.29,Expense
2025-06-21,Health Checkup,Health & Fitness,3175.55,Expense
2025-06-21,Taxi,Travel,806.89,Expense
2025-06-22,Gym Membership,Health & Fitness,3834.61,Expense
2025-06-23,Restaurant,Food & Drink,985.22,Expense
2025-06-23,Clothing Purchase,Shopping,2561.76,Expense
2025-06-24,Gym Membership,Health & Fitness,539.89,Expense
2025-06-25,Restaurant,Food & Drink,242.01,Expense
2025-06-25,Food Delivery,Food & Drink,410.17,Expense
2025-06-26,Water Bill,Utilities,2449.65,Expense
2025-06-29,Mobile Recharge,Utilities,1996.93,Expense
2025-06-29,Train Ticket,Travel,1441.04,Expense
2025-07-01,Pharmacy,Health & Fitness,2919.12,Expense
2025-07-03,House Rent,Rent,17009.09,Expense
2025-07-03,Clothing Purchase,Shopping,1052.84,Expense
2025-07-04,House Rent,Rent,17259.02,Expense
2025-07-05,House Rent,Rent,16067.99,Expense
2025-07-05,Clothing Purchase,Shopping,2916.62,Expense
2025-07-05,Health Checkup,Health & Fitness,383.22,Expense
2025-07-06,Uber Ride,Travel,1323.92,Expense
2025-07-06,Health Checkup,Health & Fitness,3026.29,Expense
2025-07-07,Train Ticket,Travel,1150.88,Expense
2025-07-07,Online Order,Shopping,4736.46,Expense
2025-07-08,Restaurant,Food & Drink,206.55,Expense
2025-07-08,Train Ticket,Travel,672.97,Expense
2025-07-12,Lunch,Food & Drink,957.23,Expense
2025-07-12,Restaurant,Food & Drink,905.07,Expense
2025-07-13,Uber Ride,Travel,195.49,Expense
2025-07-13,Health Checkup,Health & Fitness,1227.95,Expense
2025-07-15,Health Checkup,Health & Fitness,1279.7,Expense
2025-07-15,Food Delivery,Food & Drink,898.26,Expense
2025-07-16,Water Bill,Utilities,1903.57,Expense
2025-07-16,Train Ticket,Travel,598.33,Expense
2025-07-18,Cafe Visit,Food & Drink,277.36,Expense
2025-07-19,Taxi,Travel,633.05,Expense
2025-07-19,Water Bill,Utilities,1660.92,Expense
2025-07-20,Water Bill,Utilities,2180.01,Expense
2025-07-20,Water Bill,Utilities,1071.38,Expense
2025-07-22,Gym Membership,Health & Fitness,2096.83,Expense
2025-07-22,Internet Bill,Utilities,2323.63,Expense
2025-07-23,Lunch,Food & Drink,819.12,Expense
2025-07-23,Water Bill,Utilities,1828.24,Expense
2025-07-24,Gym Membership,Health & Fitness,1495.42,Expense
2025-07-24,Groceries,Shopping,4694.06,Expense
2025-07-25,Taxi,Travel,429.43,Expense
2025-07-25,Cafe Visit,Food & Drink,634.8,Expense
2025-07-26,Water Bill,Utilities,1176.01,Expense
2025-07-26,Gym Membership,Health & Fitness,3674.16,Expense
2025-07-28,Train Ticket,Travel,312.41,Expense
2025-07-28,Food Delivery,Food & Drink,202.13,Expense
2025-07-29,Bus Ticket,Travel,546.62,Expense
2025-07-30,Taxi,Travel,646.15,Expense
2025-07-30,Groceries,Shopping,4903.41,Expense
2025-08-01,Cafe Visit,Food & Drink,229.26,Expense
2025-08-01,Pharmacy,Health & Fitness,2327.23,Expense
2025-08-03,House Rent,Rent,14676.75,Expense
2025-08-04,House Rent,Rent,12571.09,Expense
2025-08-04,Gym Membership,Health & Fitness,2182.95,Expense
